title,address,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categoryName,cid,city,claimThisBusiness,countryCode,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,state,street,subTitle,totalScore,url,website
Shree Hari Xerox,"Dhanlaxmi Market,, Relief Rd, Revdi Bazar, Kalupur, Ahmedabad, Gujarat 380001, India",Copy shop,Copying supply store,Print shop,,,,,,,,Copy shop,8.18E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9o2IqgyNK2fNPeAw0n31bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.40822&pitch=0&thumbfov=100,1,FALSE,23.0278229,72.5987663,"Suodagarpole, Revdi Bazar, Kalupur",Monday,11 AM to 9:30 PM,Tuesday,11 AM to 9:30 PM,Wednesday,11 AM to 9:30 PM,Thursday,11 AM to 9:30 PM,Friday,11 AM to 9:30 PM,Saturday,11 AM to 9:30 PM,Sunday,Closed,FALSE,+91 63536 74054,9.16E+11,380001,15,8,,,,,,Gujarat,"Dhanlaxmi Market,, Relief Rd",શ્રી હારી ઝેરોક્સ,3.4,https://www.google.com/maps/search/?api=1&query=Shree%20Hari%20Xerox&query_place_id=ChIJbSPzITGEXjkRbesm6GsPlXE,
Dharmendra Xerox,"2JJ4+2WG, Saraspur Rd, Opp. Ambedkar Hall, Saraspur, Ahmedabad, Gujarat 380018, India",Copy shop,Cosmetics store,Payphone,,,,,,,,Copy shop,1.07E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlixZ7Am9fRPTSDCtTqYnh3c8hknTkbnvLV8bnkqOfUngD2lQlaKF72daBV_hGNxPQRldE5ANWAjwIYrY-aqbjTfv8A8j4V_5Fsl50Mwiy3hxTDgA_j2msOrqaAsNZ8tMCuLZd=w408-h544-k-no,11,FALSE,23.0300629,72.6073183,Saraspur,Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 9 PM,FALSE,+91 79 2292 1476,9.18E+11,380018,16,40,,,,,,Gujarat,"2JJ4+2WG, Saraspur Rd, Opp. Ambedkar Hall",ધર્મેન્દ્ર ઝેરોક્સ,4.4,https://www.google.com/maps/search/?api=1&query=Dharmendra%20Xerox&query_place_id=ChIJmSAoES-EXjkR8mqwir7MJpU,
New Mahakali Xerox- ₹1 per Page(Both Sides),"Shop No 3, Basement, Jawahar Chowk, Jalaram Plaza, Maninagar, Ahmedabad, Gujarat 380008, India",Print shop,,,,,,,,,,Print shop,1.48E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipPtQRnbrtRkO_GoyO58wAYauYnbyBgjF5nFFE0e=w498-h240-k-no,7,FALSE,22.9937609,72.6038279,"Archana Society, Bhairavnath, Maninagar",,,,,,,,,,,,,,,FALSE,+91 99795 04180,9.20E+11,380008,14,3,,,,,,Gujarat,"Shop No 3, Basement, Jawahar Chowk, Jalaram Plaza",,5,https://www.google.com/maps/search/?api=1&query=New%20Mahakali%20Xerox-%20%E2%82%B91%20per%20Page(Both%20Sides)&query_place_id=ChIJVRtIE_eFXjkRnjGQI8-mrM0,
Dev xerox,"dhanlaxmi evenuy, A-3, Jawahar Chowk, Balvatika, Maninagar, Ahmedabad, Gujarat 380008, India",Print shop,,,,,,,,,,Print shop,3.54E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrkwWcJaDo4Ssi6HfZrOERxx66TPFgBU9kq-VcHI7PHRUffTHHOjPqEAzP2tq3ySTjV0tQ13Pp4J87DKHT25tRNHOHRYEvLME_OlFs6bQjzXSt80J09sRnEckPWrm0YsMS7u8ax=w408-h544-k-no,5,FALSE,22.9953608,72.6048338,"Balvatika, Maninagar",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,9 AM to 10 PM,FALSE,,,380008,18,4,,,,,,Gujarat,"dhanlaxmi evenuy, A-3, Jawahar Chowk",,5,https://www.google.com/maps/search/?api=1&query=Dev%20xerox&query_place_id=ChIJL909cmOFXjkRMSUznsfFKTE,
VINAYAK PRINTS,"Natvar Flat, A-6, opp. Yamunaji Haveli, Bhaduat Nagar, Janpath Society, Bhadwatnagar, Maninagar, Ahmedabad, Gujarat 380008, India",Digital printer,Digital printing service,Invitation printing service,Print shop,,,,,,,Digital printer,1.45E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKPudS6y85iog-JNmNPIlDdpAWm3coo4D8cc9yFjqm7QipfXDoiR7oA_83Y9cQO47_BCozBxlHavLkwiq8IshzJTS5znBQCexdwG9mCg926ZpBTH6ctI53Z8eEzpC6lAep7w0lvg=w408-h356-k-no,11,FALSE,22.9874928,72.6032889,"Bhaduat Nagar, Janpath Society, Bhadwatnagar, Maninagar",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,10 AM to 1:30 PM,FALSE,+91 63537 57677,9.16E+11,380008,23,173,152,11,3,4,3,Gujarat,"Natvar Flat, A-6, opp. Yamunaji Haveli",વિનાયક પ્રિન્ટસ,4.8,https://www.google.com/maps/search/?api=1&query=VINAYAK%20PRINTS&query_place_id=ChIJD7ObL-aFXjkR7gq4esuSD8k,http://vinayakprints.com/
Kalyani Xerox Copy Lamination Stationery Shop,"Patel Society, Sorabji Compound Rd, opp. Suryalok Towers, Sorabji Compound, Sardar Colony, Ahmedabad, Gujarat 380013, India",Copy shop,,,,,,,,,,Copy shop,1.02E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6QF3FKmiOiO3O4jgjys6mg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.236408&pitch=0&thumbfov=100,1,FALSE,23.0555896,72.5692221,"Sorabji Compound, Sardar Colony",,,,,,,,,,,,,,,FALSE,,,380013,2,1,,,,,,Gujarat,"Patel Society, Sorabji Compound Rd, opp. Suryalok Towers",,5,https://www.google.com/maps/search/?api=1&query=Kalyani%20Xerox%20Copy%20Lamination%20Stationery%20Shop&query_place_id=ChIJscofGACFXjkRt-Pulhp6sY0,
KIRTI XEROX AND STATIONERY,"G/3, Ravi Raj Avenue, nr. Parth Tower, Bhimjipura, Nava Vadaj, Ahmedabad, Gujarat 380013, India",Print shop,,,,,,,,,,Print shop,6.78E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipN0YRUCnihk9KEJjs5qE1Zwv2VMW8EkxDXTVVQ-=w408-h306-k-no,21,FALSE,23.0628819,72.5670417,"Bhimjipura, Nava Vadaj",Monday,9 AM to 10 PM,Tuesday,9 AM to 10 PM,Wednesday,9 AM to 10 PM,Thursday,9 AM to 10 PM,Friday,9 AM to 10 PM,Saturday,9 AM to 10 PM,Sunday,"10 AM to 2 PM, 5 to 8:30 PM",FALSE,+91 97141 13789,9.20E+11,380013,4,0,,,,,,Gujarat,"G/3, Ravi Raj Avenue, nr. Parth Tower",,,https://www.google.com/maps/search/?api=1&query=KIRTI%20XEROX%20AND%20STATIONERY&query_place_id=ChIJK6ZpjpuDXjkRH_Dye7YAJl4,
Jay Ambe Xerox,"17,G.F,Avani complex,Naranpura, Ahmedabad, Gujarat 380013, India",Copy shop,,,,,,,,,,Copy shop,4.62E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0hO0wpD-BevCDiXqGwY0RQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.09814&pitch=0&thumbfov=100,3,FALSE,23.0524914,72.5517559,"Sundar Nagar, Naranpura",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,8 AM to 12 PM,FALSE,+91 98980 89019,9.20E+11,380013,15,24,,,,,,Gujarat,"17,G.F,Avani complex,Naranpura",જય અંબે ઝેરોક્સ,3.5,https://www.google.com/maps/search/?api=1&query=Jay%20Ambe%20Xerox&query_place_id=ChIJM7Z5uJuEXjkR-dke6Hm4GUA,
Jay Ambe Xerox and Stationary,"G-43 Shubh Complex Nr Rajasthan Hospital, Shahibag, Ahmedabad, Gujarat 380004, India",Copy shop,Print shop,Stationery store,,,,,,,,Copy shop,1.66E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMH_NUyS4UNxNZ2740kpKG-XBIkoaHIjPd--qhm=w408-h306-k-no,19,FALSE,23.0538725,72.5953464,"Jain Colony, Shahibag",Monday,9 AM to 8 PM,Tuesday,9 AM to 8 PM,Wednesday,9 AM to 8 PM,Thursday,9 AM to 8 PM,Friday,9 AM to 8 PM,Saturday,9 AM to 8 PM,Sunday,Closed,FALSE,+91 98986 45689,9.20E+11,380004,16,31,,,,,,Gujarat,G-43 Shubh Complex Nr Rajasthan Hospital,,4.6,https://www.google.com/maps/search/?api=1&query=Jay%20Ambe%20Xerox%20and%20Stationary&query_place_id=ChIJo4WoiQ2EXjkRn2uk3Mud_uU,
Manisha Xerox & Stationery,"24, Sahajanand Avenue, near AEC jonal office, AEC Char Rasta, Naranpura, Ahmedabad, Gujarat 380013, India",Copy shop,Pen store,Print shop,,,,,,,,Copy shop,1.32E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xvab38dywB9HBOZNSsjvlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.4653&pitch=0&thumbfov=100,3,FALSE,23.0524255,72.5495408,"AEC Char Rasta, Naranpura",Monday,9 AM to 6 PM,Tuesday,9 AM to 6 PM,Wednesday,9 AM to 6 PM,Thursday,9 AM to 6 PM,Friday,9 AM to 6 PM,Saturday,9 AM to 6 PM,Sunday,Closed,FALSE,,,380013,18,16,,,,,,Gujarat,"24, Sahajanand Avenue, near AEC jonal office",,4.2,https://www.google.com/maps/search/?api=1&query=Manisha%20Xerox%20%26%20Stationery&query_place_id=ChIJu9slZJmEXjkRQ4CLjGnEO7c,
Gurukrupa Xerox and printing centre,"305, Aarambh Complex, Ankur Char Rasta, Vijaynagar, Naranpura, Ahmedabad, Gujarat 380013, India",Print shop,,,,,,,,,,Print shop,2.94E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqH7gD9dwW-DOeFWtAiOrHghVgPTHoMoQgF0m4C6tJz8oiDdO54EX513yn8kO5nymNm1qhm0fvh0_6mzbPdUarhBLZ5zK8S2G5JvV9ct_I0OJvo5G-lcL6JHvG_ya_TfkMEfZQe=w408-h544-k-no,3,FALSE,23.0591646,72.556478,"Vijaynagar, Naranpura",,,,,,,,,,,,,,,FALSE,,,380013,19,3,,,,,,Gujarat,"305, Aarambh Complex, Ankur Char Rasta",,5,https://www.google.com/maps/search/?api=1&query=Gurukrupa%20Xerox%20and%20printing%20centre&query_place_id=ChIJ4a4mNguFXjkRxxmFUjnwyig,
Parshwanath Xerox Copy Centre,"3H46+P36, Hasmukh Colony, Vijaynagar Rd, Rang Jyot Society, Naranpura, Ahmedabad, Gujarat 380013, India",Copy shop,,,,,,,,,,Copy shop,9.60E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g6nsPS9j6Ef7e7wKIj3qtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.657646&pitch=0&thumbfov=100,2,FALSE,23.0567781,72.5601365,"Shraddha Society, Hasmukh Colony, Rang Jyot Society, Naranpura",Monday,8 AM to 9 PM,Tuesday,8 AM to 9 PM,Wednesday,8 AM to 9 PM,Thursday,8 AM to 9 PM,Friday,8 AM to 9 PM,Saturday,8 AM to 9 PM,Sunday,8 AM to 9 PM,FALSE,+91 97126 02123,9.20E+11,380013,24,9,4,2,3,0,0,Gujarat,"3H46+P36, Hasmukh Colony, Vijaynagar Rd",પાર્શ્વનાથ ઝેરોક્સ કોપી સેન્ટર,3.4,https://www.google.com/maps/search/?api=1&query=Parshwanath%20Xerox%20Copy%20Centre&query_place_id=ChIJt2S4lYOEXjkRXhSbMtJ_RYU,
Mahavir Xerox,"Shreyas Complex, Bus Stop, 119, opposite Jain Derasar, nr. Navrangpura, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,Office services,,,,,,,,,Copy shop,1.38E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr1JN6CeaazVTMWXnOU8_yYIH6Wb7lUNhHjisOZ8fNodOLVC_HUiT1HpXSf__uHJxxeoY348y6jeE-wKhL0MtLNV7zoa41z_J0BVFKZyEuG5igqFVXvPJatYfGYdRevTnklHnLqGg=w408-h306-k-no,8,FALSE,23.0346215,72.5645153,"Shrimali Society, Navrangpura",Monday,9:30 AM to 8:30 PM,Tuesday,9:30 AM to 8:30 PM,Wednesday,9:30 AM to 8:30 PM,Thursday,9:30 AM to 8:30 PM,Friday,9:30 AM to 8:30 PM,Saturday,9:30 AM to 8:30 PM,Sunday,10:30 AM to 2 PM,FALSE,+91 79 2640 0502,9.18E+11,380009,4,174,,,,,,Gujarat,"Shreyas Complex, Bus Stop, 119, opposite Jain Derasar, nr. Navrangpura",મહાવીર ઝેરોક્ષ,4.3,https://www.google.com/maps/search/?api=1&query=Mahavir%20Xerox&query_place_id=ChIJ____P_WEXjkR7MZe65FztL8,
Jalaram Xerox,"5, Ashwamegh Complex, Nr. Mithakhali Underbridge, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,Computer accessories store,Computer hardware manufacturer,Copying supply store,Lamination service,Pen store,Printing equipment supplier,Stationery store,Stationery wholesaler,,Copy shop,3.16E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrAYWgKGqoDuSOeSe12JcpuWbUsjfxlejYtUTK0_ssDfS77aDxCmKQPlZBgHM1it2e3hAM276rpELD04kHxdTPZn1MjQx-uGrteMbjGTX4N3Y_4BjYb3O8Mm7E2XlDykeFV_Bgx=w408-h304-k-no,5,FALSE,23.0308212,72.5665353,"Muslim Society, Navrangpura",Monday,10:30 AM to 7 PM,Tuesday,10:30 AM to 7 PM,Wednesday,10:30 AM to 7 PM,Thursday,10:30 AM to 7 PM,Friday,10:30 AM to 7 PM,Saturday,10:30 AM to 7 PM,Sunday,Closed,FALSE,+91 98983 93221,9.20E+11,380009,9,5,,,,,,Gujarat,"5, Ashwamegh Complex, Nr. Mithakhali Underbridge",જલારામ ઝેરોક્ષ,4.8,https://www.google.com/maps/search/?api=1&query=Jalaram%20Xerox&query_place_id=ChIJ9TK-NvaEXjkRmtRzLVCHySs,
Apana xerox,"Basement, A block, Apna bazaar, opp. Jilla Panchayat, Old City, Lal Darwaja, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,1.36E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nptAAZORc53M9y7vFXD43TY7oEI6yUssalDf5XTAkcFfazYd-SYqmobbc3w0WtdDIcvVKWW49Sd1ofL2zr52DeQTDASFZv_ajKJK217urjIkrDevUT_sw0Qd1Wq_o2gboQg4L-tNQ=w408-h306-k-no,215,FALSE,23.025761,72.5800069,"Old City, Lal Darwaja",Monday,9:30 AM to 7 PM,Tuesday,9:30 AM to 7 PM,Wednesday,9:30 AM to 7 PM,Thursday,9:30 AM to 7 PM,Friday,9:30 AM to 7 PM,Saturday,9:30 AM to 7 PM,Sunday,Closed,FALSE,,,380001,10,631,,,,,,Gujarat,"Basement, A block, Apna bazaar, opp. Jilla Panchayat",અપના ઝેરોક્સ,3.8,https://www.google.com/maps/search/?api=1&query=Apana%20xerox&query_place_id=ChIJ0zfyUweFXjkRu88Kix8Ykrw,
Khushboo Xerox,"Bhavani Chambers, 1-2, Ashram Rd, near Times Of India Complex, opp. bahera munga school, Vishalpur, Muslim Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,1.21E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_iVDE-QELj6zoulhHzLaDpywzGKc1_XHZ1_uxWlCi7MpBkB1H9wdRwXkKN9jqVhG1H_IajeC40c6ck-GtFyCJQEEDYc1HVbgB-LXRG61k0wnvOfQbnMa50x9Z-HTjgQnSqVSH6A=w408-h306-k-no,5,FALSE,23.034529,72.5695574,"Vishalpur, Muslim Society, Navrangpura",Monday,9:30 AM to 8:30 PM,Tuesday,9:30 AM to 8:30 PM,Wednesday,9:30 AM to 8:30 PM,Thursday,9:30 AM to 8:30 PM,Friday,9:30 AM to 8:30 PM,Saturday,9:30 AM to 8:30 PM,Sunday,10 AM to 1 PM,FALSE,+91 98796 87795,9.20E+11,380009,11,27,,,,,,Gujarat,"Bhavani Chambers, 1-2, Ashram Rd, near Times Of India Complex, opp. bahera munga school",ખૂશબૂ ઝેરોક્ષ,4.3,https://www.google.com/maps/search/?api=1&query=Khushboo%20Xerox&query_place_id=ChIJXdYtOV-EXjkRZwUI2R5kbKc,
Jaya Xerox,"Shop No.1-55, Shree Krishna Centre, Mithakhali Cir, near Vijaya Bank, Mithakhali, Navrangpura, Ahmedabad, Gujarat 380015, India",Print shop,,,,,,,,,,Print shop,9.45E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEAjGfAfncv6aWDhE6qZC3xqucVhBNeATvrUYvE9tyXhVxHw5LxqhAbMupYEWMeq_I0vjSXMAlTfo022YhNvFTRXNnMSiBT8WQ3OYWP0OlVGjSOGHOZVhzNWOqopR4-wlSfDu1IWFVVTc2BST0DegWFG0JPix47Den0xBs42PLJWMlPflOAKO4duWTev_dmGn_2_w=w408-h306-k-no,3,FALSE,23.033103,72.565383,"Mithakhali, Navrangpura",Monday,8:30 AM to 10 PM,Tuesday,8:30 AM to 10 PM,Wednesday,8:30 AM to 10 PM,Thursday,8:30 AM to 10 PM,Friday,8:30 AM to 10 PM,Saturday,8:30 AM to 10 PM,Sunday,8:30 AM to 10 PM,FALSE,+91 94276 21991,9.19E+11,380015,15,0,,,,,,Gujarat,"Shop No.1-55, Shree Krishna Centre, Mithakhali Cir, near Vijaya Bank",જય ઝેરોક્સ,,https://www.google.com/maps/search/?api=1&query=Jaya%20Xerox&query_place_id=ChIJJ8Q11vWEXjkRU9QDFPKDM4M,
PATEL COLOUR XEROX,"12, Swastik Super Market , Opp. Popular House, Near R. Kumar Ashram Road Mill Officer's Colony, Income Tax, Ahmedabad, Gujarat 380009, India",Copy shop,Graphic designer,Print shop,,,,,,,,Copy shop,5.82E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipPj7LOsrRsg4p3Snz4EzQWtpfC0ma_p4SL1SAYj=w408-h240-k-no,6,FALSE,23.0368983,72.5690783,"Income Tax, Shreyas Colony, Navrangpura",,,,,,,,,,,,,,,FALSE,+91 98240 03564,9.20E+11,380009,18,4,,,,,,Gujarat,"12, Swastik Super Market , Opp. Popular House, Near R. Kumar Ashram Road Mill Officer's Colony",પટેલ રંગ લેબ પ્રાઇવેટ લિમિટેડ,4.3,https://www.google.com/maps/search/?api=1&query=PATEL%20COLOUR%20XEROX&query_place_id=ChIJ1VTzcGCEXjkRZrF5puAsxVA,
Chaudhari Xerox,"2HH5+CVF, Opp Axis Bank, Near Samrtheshwar Mahadev, Law Garden, Samartheshwar Mahadev Rd, Ellisbridge, Ahmedabad, Gujarat 380006, India",Copy shop,Lamination service,,,,,,,,,Copy shop,1.56E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhNomYiWJDpMC912Id0vSiu_ph_uTMC61NBfqT2jkDaBSykx80ap39ci-BK_3Hsp2r74ncCOB4dN3Jl6CBTQVqpLm2fv06W2bDzV9F7TDcXcbJGlgUzWJWes2rF-KMcAirBSo=w408-h443-k-no,4,FALSE,23.0285505,72.559676,Ellisbridge,Monday,9 AM to 7:30 PM,Tuesday,9 AM to 7:30 PM,Wednesday,9 AM to 7:30 PM,Thursday,9 AM to 7:30 PM,Friday,9 AM to 7:30 PM,Saturday,9 AM to 7:30 PM,Sunday,Closed,FALSE,+91 79 2640 6868,9.18E+11,380006,20,14,,,,,,Gujarat,"2HH5+CVF, Opp Axis Bank, Near Samrtheshwar Mahadev, Law Garden, Samartheshwar Mahadev Rd",ચૌધરી ઝેરોક્સ,3.8,https://www.google.com/maps/search/?api=1&query=Chaudhari%20Xerox&query_place_id=ChIJ1w4p7vCEXjkRoRIZhXY3nNg,
"Kutbi Xerox, Print and Lamination Shop","Kutbi Xerox, Mirzapur Road, opposite Mirzapur District Court, Ahmedabad, Gujarat 380001, India",Copy shop,Print shop,,,,,,,,,Copy shop,1.01E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipN_GFC_KFfLq-AP5Vto2UmPcyPWndiUjtj9FJTA=w408-h408-k-no,4,FALSE,23.0328105,72.5848006,"Old City, Gheekanta, Bhadra",Monday,10:30 AM to 8:30 PM,Tuesday,10:30 AM to 8:30 PM,Wednesday,10:30 AM to 8:30 PM,Thursday,10:30 AM to 8:30 PM,Friday,10:30 AM to 8:30 PM,Saturday,10:30 AM to 8:30 PM,Sunday,Closed,FALSE,+91 84878 70611,9.18E+11,380001,31,3,2,1,0,0,0,Gujarat,"Kutbi Xerox, Mirzapur Road, opposite Mirzapur District Court",,4.7,https://www.google.com/maps/search/?api=1&query=Kutbi%20Xerox%2C%20Print%20and%20Lamination%20Shop&query_place_id=ChIJfR3QMUSEXjkRpQZXo66otIw,
Rajesh Xerox,"UL-29, Samudra Complex, Above Saffron Hotel, C.G.Road, Saffron Hotel, Umashankar Joshi Marg, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380006, India",Print shop,Copy shop,,,,,,,,,Print shop,2.43E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npSrAkKKO-z9sTSsOI_g_c2H1mCni-oXNGh3pFjjt7Nig-WSN9C5Vd7kOjxu4lLpmWIKTVxncAbwXZ3GIwIspjgNqCcEYGAj-U_HLqZS3eBpoMY4YZxzJBrv96xnbM9K7ZLtH5uMQ=w408-h725-k-no,6,FALSE,23.0330476,72.5587054,"Vasant Vihar, Navrangpura",Monday,9 AM to 8 PM,Tuesday,9 AM to 8 PM,Wednesday,9 AM to 8 PM,Thursday,9 AM to 8 PM,Friday,9 AM to 8 PM,Saturday,9 AM to 8 PM,Sunday,Closed,FALSE,+91 98256 99555,9.20E+11,380006,33,15,13,2,0,0,0,Gujarat,"UL-29, Samudra Complex, Above Saffron Hotel, C.G.Road, Saffron Hotel, Umashankar Joshi Marg",રાજેશ ઝેરોક્સ,4.9,https://www.google.com/maps/search/?api=1&query=Rajesh%20Xerox&query_place_id=ChIJVUp4Z0yEXjkRnppkVqPlrSE,
Ganesh Xerox,"Galaxy Line Complex, Samartheshwar Mahadev Rd, near Freezeland Restaurant, Law Garden, Ellisbridge, Ahmedabad, Gujarat 380006, India",Copy shop,Print shop,,,,,,,,,Copy shop,1.01E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s2iv4tRPAX17fcj_2SQ3sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.32043&pitch=0&thumbfov=100,1,FALSE,23.028178,72.55907,Ellisbridge,Monday,9 AM to 7 PM,Tuesday,9 AM to 7 PM,Wednesday,9 AM to 7 PM,Thursday,9 AM to 7 PM,Friday,9 AM to 7 PM,Saturday,9 AM to 7 PM,Sunday,Closed,FALSE,,,380006,34,5,3,1,1,0,0,Gujarat,"Galaxy Line Complex, Samartheshwar Mahadev Rd, near Freezeland Restaurant, Law Garden",ગણેશ ઝેરોક્ષ,4,https://www.google.com/maps/search/?api=1&query=Ganesh%20Xerox&query_place_id=ChIJ69Sn9fCEXjkRPex13IFcDw4,
New best Xerox,"Shop no 10, Sahyog complex, Mirzapur Rd, near dinbai tower, Old City, Khanpur, Ahmedabad, Gujarat 380001, India",Copy shop,,,,,,,,,,Copy shop,8.98E+18,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DBFXr-SU5V4HWq-zXNv5fg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=233.64984&pitch=0&thumbfov=100,1,FALSE,23.028062,72.5810131,"Old City, Khanpur",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 5 PM,FALSE,+91 6355 065 909,9.16E+11,380001,39,0,,,,,,Gujarat,"Shop no 10, Sahyog complex, Mirzapur Rd, near dinbai tower",,,https://www.google.com/maps/search/?api=1&query=New%20best%20Xerox&query_place_id=ChIJL64HEJmFXjkRS8kcYwqWkHw,
VARDHMAN THE DIGITAL PRINT SHOP,"9, Suryodaya Complex, Chimanlal Girdharlal Rd, nr. Swastik Cross Road, Swastik Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Digital printing service,,,,,,,,,,Digital printing service,3.68E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOZZDAbmG3F374zPn32JdtP7cJOMzjP0hjFmt1C=w408-h812-k-no,13,FALSE,23.0365779,72.5615877,"Swastik Society, Navrangpura",Monday,9 AM to 9 PM,Tuesday,9 AM to 9 PM,Wednesday,9 AM to 9 PM,Thursday,9 AM to 9 PM,Friday,9 AM to 9 PM,Saturday,9 AM to 9 PM,Sunday,9 AM to 4 PM,FALSE,+91 88661 19119,9.19E+11,380009,40,58,53,4,0,1,0,Gujarat,"9, Suryodaya Complex, Chimanlal Girdharlal Rd, nr. Swastik Cross Road",,4.9,https://www.google.com/maps/search/?api=1&query=VARDHMAN%20THE%20DIGITAL%20PRINT%20SHOP&query_place_id=ChIJGfbE9AmFXjkRXJBVMavQEjM,
