title,address,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categoryName,cid,city,claimThisBusiness,countryCode,imageUrl,imagesCount,isAdvertisement,location/lat,location/lng,neighborhood,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,permanentlyClosed,phone,phoneUnformatted,postalCode,rank,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/oneStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,state,street,subTitle,totalScore,url,website
Navkar Copiers,"1, Devnandan Complex, Ashram Rd, opposite Sanyas, near M. J. Library, Ellisbridge, Ahmedabad, Gujarat 380006, India",Print shop,Copier repair service,Copy shop,,,,,,,,Print shop,1.66E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqVtp86RL4Y4c3wr93RPRVvoqPf5smdbnsqXZQ2mQF7fFlWnMHff9YkhbXg-c8go_f5jzdnD9mrAy9ziJYizLa5V62fMAuVCxIkWKOg54f7VFF8MYAIIK3w5uHI2scOoQZoDiJ9=w408-h544-k-no,11,FALSE,23.024313,72.571063,Ellisbridge,Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 97262 75475,9.20E+11,380006,46,19,11,3,3,2,0,Gujarat,"1, Devnandan Complex, Ashram Rd, opposite Sanyas, near M. J. Library",નવકાર કોપિયર્સ,4,https://www.google.com/maps/search/?api=1&query=Navkar%20Copiers&query_place_id=ChIJq_Nf91aEXjkRLO-qXBlZVuY,
Vorart,"Office # 210, 2nd Floor, Sarvodaya Commercial Centre, Relief Rd, near GPO Road, Old City, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001, India",Print shop,Consultant,Graphic designer,Screen printer,,,,,,,Print shop,1.05E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrVUGNFTH7QZdeq2ff-qvrEIBW7-Q6jYrRp_rxWlUarrzJYpcimjZPpfYMEjAbPodftBRJ2gD3vTKx9OFhkoa-6NvXSSuKnEzn-cnG7dEmjNMHv5oVUVlbJJcCw0h0bw9a6PsBuRg=w408-h544-k-no,29,FALSE,23.0274868,72.5834197,"Old City, Gheekanta, Bhadra",Monday,12:30 to 9 PM,Tuesday,12:30 to 9 PM,Wednesday,12:30 to 9 PM,Thursday,12:30 to 9 PM,Friday,3:30 to 9 PM,Saturday,12:30 to 9 PM,Sunday,Closed,FALSE,,,380001,47,455,219,83,29,91,33,Gujarat,"Office # 210, 2nd Floor, Sarvodaya Commercial Centre, Relief Rd, near GPO Road",સર્વોદય શોપીંગ સેન્ટર,3.9,https://www.google.com/maps/search/?api=1&query=Vorart&query_place_id=ChIJtSsGGk-EXjkRIsNmUetBrZE,http://ulinksolution.weebly.com/
Khushboo Copiers,"Ankur Chambers, Opp. Hasubhai Chambers, Behind Town Hall, Surendra Mangaldas Rd, Ellisbridge, Ahmedabad, Gujarat 380006, India",Digital printer,,,,,,,,,,Digital printer,8.15E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqv3o0Md9wFsB31zDCXlLXpktV58h0Usbfmkz3pLwMrOt24MBBDO597QigfprwP41K9A46xR5n4eJxfH6GSZLs_p3kn3WK9dG8JLUMTeA3cfn2QDG3G_r0kkQdN3BzpqUW5mbyt=w408-h724-k-no,13,FALSE,23.0223483,72.5702074,Ellisbridge,Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 92282 07149,9.19E+11,380006,48,33,20,7,3,2,1,Gujarat,"Ankur Chambers, Opp. Hasubhai Chambers, Behind Town Hall, Surendra Mangaldas Rd",ખુશ્બૂ કોપિયર્સ,4.2,https://www.google.com/maps/search/?api=1&query=Khushboo%20Copiers&query_place_id=ChIJYzB2eVaEXjkREUhA_iTPE3E,
Honest Xerox,"Relief Arcade, Relief Rd, Patthar Kuva, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,4.88E+17,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRg-nBYi6cxfr1qpW1xCiY6enLZnhIEFimvd0GwUwzr5s0hi__TvTQt8pxVCd1PwX1G1KuUpVixrQg0ySmzWLOZp7MBh2ZbxnVp6EWctiRPtto2Gycph0JWDY1j0fioMdUoOKPqQ=w408-h903-k-no,4,FALSE,23.0269224,72.58325,"Patthar Kuva, Gheekanta, Bhadra",,,,,,,,,,,,,,,FALSE,+91 76001 09894,9.18E+11,380001,49,1,1,0,0,0,0,Gujarat,"Relief Arcade, Relief Rd",,5,https://www.google.com/maps/search/?api=1&query=Honest%20Xerox&query_place_id=ChIJ7e_3gh-FXjkRWp8RH_L2xQY,
Raj Xerox,"1, Saroadar Patel Chambers, 1, near Natraj Hotel, opposite Treasury Office, Old City, Lal Darwaja, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,1.26E+19,Ahmedabad,TRUE,IN,,,FALSE,23.026218,72.57702,"Old City, Lal Darwaja",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,10 AM to 9 PM,FALSE,+91 73830 43404,9.17E+11,380001,50,0,,,,,,Gujarat,"1, Saroadar Patel Chambers, 1, near Natraj Hotel, opposite Treasury Office",,,https://www.google.com/maps/search/?api=1&query=Raj%20Xerox&query_place_id=ChIJn6TWVlCEXjkRzrbyjI7Xc64,
Bhagvati Colour Xerox,"2HP6+8XV, Navrangpura Rd, Opposite Narnarayan Complex, Shrimali Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Copy shop,,,,,,,,,,Copy shop,1.40E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhE1mr4oy5PLMJ9WUK2Ilv6gveYovpxOhE68b6Q9ZZgvUBnCVJT_yzQD9wU9bW-gScANc9TkirD-vuvm2Ke4JlE7SYn3m1-_IWq3qx9-NaXENYEe_RC8YLaNck6_QzZCq1U8wyDcZQPOSTDDKDYnP69J9ps3gdZrZAwk7CbYX9FYkXmgFv5b1xlQAiOBolWlu_RAdg=w408-h544-k-no,3,FALSE,23.0358618,72.5624187,"Shrimali Society, Navrangpura",,,,,,,,,,,,,,,FALSE,+91 93777 73387,9.19E+11,380009,51,1,1,0,0,0,0,Gujarat,"2HP6+8XV, Navrangpura Rd, Opposite Narnarayan Complex",ભગવતી કલર ઝેરોક્સ,5,https://www.google.com/maps/search/?api=1&query=Bhagvati%20Colour%20Xerox&query_place_id=ChIJ37aOhvSEXjkRViy4xhs4asI,
Jay Sales & Service,"43, Chinubhai Tower, Ashram Rd, Vishalpur, Ellisbridge, Ahmedabad, Gujarat 380009, India",Stationery store,Cell phone store,Computer repair service,Lamination service,Mobile phone repair shop,Print shop,Travel agency,,,,Stationery store,1.33E+19,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQKhxgQ027LYWuPxfNEQY7LCnHhKisEA5YPGWXvwIivnKaiUpYbVvDlWTHbl1AfAfy4SJmq-Np8nrUs0dZiXQSKGKe-TjEoxwuAsxvFDhKVCC-sTIOJQBWeNLzdcIqgVpV4S1G7w=w408-h306-k-no,5,FALSE,23.0285929,72.5715931,"Vishalpur, Ellisbridge",,,,,,,,,,,,,,,FALSE,+91 98246 45993,9.20E+11,380009,52,5,4,0,1,0,0,Gujarat,"43, Chinubhai Tower, Ashram Rd",જય સેલ્સ & સર્વિસ,4.2,https://www.google.com/maps/search/?api=1&query=Jay%20Sales%20%26%20Service&query_place_id=ChIJcSQNz1mEXjkRbhzO75RV2bg,
Metro Xerox - 49 1st Floor,"2HJH+562, Old City, Khanpur, Ahmedabad, Gujarat 380001, India",Print shop,,,,,,,,,,Print shop,1.70E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KmDJLLaSHsucuMCyBobiqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.58374&pitch=0&thumbfov=100,1,FALSE,23.0303941,72.5780117,"Old City, Khanpur",,,,,,,,,,,,,,,FALSE,,,380001,53,0,,,,,,Gujarat,2HJH+562,,,https://www.google.com/maps/search/?api=1&query=Metro%20Xerox%20-%2049%201st%20Floor&query_place_id=ChIJZbmgcACFXjkRwxZ8HWCc7-s,
CYBERA PRINT ART,"G-3, Samudra Annexe, Near Girish Cold Drinks Cross Roads, Chimanlal Girdharlal Rd, Vasant Vihar, Navrangpura, Ahmedabad, Gujarat 380009, India",Digital printing service,,,,,,,,,,Digital printing service,8.87E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMSWUH-iPO_YXujnwhmtIxMCDgNlCapmc8dCRbM=w408-h288-k-no,22,FALSE,23.0331808,72.5588728,"Vasant Vihar, Navrangpura",Monday,10 AM to 7:30 PM,Tuesday,10 AM to 7:30 PM,Wednesday,10 AM to 7:30 PM,Thursday,10 AM to 7:30 PM,Friday,10 AM to 7:30 PM,Saturday,10 AM to 7:30 PM,Sunday,Closed,FALSE,+91 98983 09897,9.20E+11,380009,54,177,139,19,7,9,3,Gujarat,"G-3, Samudra Annexe, Near Girish Cold Drinks Cross Roads, Chimanlal Girdharlal Rd",સાયબર પ્રિન્ટ આર્ટ,4.6,https://www.google.com/maps/search/?api=1&query=CYBERA%20PRINT%20ART&query_place_id=ChIJrQPTMvKEXjkR1Xsyqg0OFHs,
New best Xerox,"Sahyog complex, Sheth Kasturbhai Mayabhai Marg, Old City, Khanpur, Ahmedabad, Gujarat 380001, India",Copy shop,,,,,,,,,,Copy shop,6.88E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EKUHSDmBR5Z1rW79uxMq8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=238.28651&pitch=0&thumbfov=100,1,FALSE,23.0280278,72.5810205,"Old City, Khanpur",,,,,,,,,,,,,,,FALSE,,,380001,55,0,,,,,,Gujarat,"Sahyog complex, Sheth Kasturbhai Mayabhai Marg",,,https://www.google.com/maps/search/?api=1&query=New%20best%20Xerox&query_place_id=ChIJc56UQgCFXjkRYmM63fChhV8,
Thesis binding (radhe xerox),"gate no.8, shop no.12, sachet 2, Netaji Rd, opp. GLS college, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,1.56E+19,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EjCEFiU5DjevMhfMizyCqw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=16.235672&pitch=0&thumbfov=100,1,FALSE,23.0266643,72.5582004,Ellisbridge,Monday,9 AM to 7 PM,Tuesday,9 AM to 7 PM,Wednesday,9 AM to 7 PM,Thursday,9 AM to 7 PM,Friday,9 AM to 7 PM,Saturday,9 AM to 7 PM,Sunday,Closed,FALSE,+91 77788 44446,9.18E+11,380009,56,0,,,,,,Gujarat,"gate no.8, shop no.12, sachet 2, Netaji Rd, opp. GLS college",,,https://www.google.com/maps/search/?api=1&query=Thesis%20binding%20(radhe%20xerox)&query_place_id=ChIJsxyR4pSFXjkRe9KCGZu23tg,
KANSARA BINDERY Book binders,"92, Chinubhai Tower, Ashram Rd, near Hk Commerce College, Vishalpur, Ellisbridge, Ahmedabad, Gujarat 380009, India",Bookbinder,Digital printing service,Embossing service,Greeting card shop,Hotel supply store,Laser cutting service,Leather goods store,Print shop,Stationery manufacturer,Typing service,Bookbinder,1.62E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nro25TpgQ_oB5N8dXTenFg4w0s1DjaP00WqgiebDLON1EWK1GTptezDJB6x8kEglt4lE_H3oqbgWs0qFsLRA0p4V_6qBS4y7jThB3h2XiS9SjI_YoQJFFMnrAWS-Hp5U0r0WJWp=w408-h272-k-no,1096,FALSE,23.0287516,72.5712696,"Vishalpur, Ellisbridge",Monday,10 AM to 8 PM,Tuesday,10 AM to 8 PM,Wednesday,10 AM to 8 PM,Thursday,10 AM to 8 PM,Friday,10 AM to 8 PM,Saturday,10 AM to 8 PM,Sunday,Closed,FALSE,+91 79 2658 4000,9.18E+11,380009,57,943,881,36,18,4,4,Gujarat,"92, Chinubhai Tower, Ashram Rd, near Hk Commerce College",,4.9,https://www.google.com/maps/search/?api=1&query=KANSARA%20BINDERY%20Book%20binders&query_place_id=ChIJnY0c0lmEXjkRR1vVHrJrAuE,http://www.phdbinding.com/
Imprint Automation Services Pvt. Ltd.- Authorised Xerox Sales & Service Partner,"806, Wall Street, 1, Mahakavi Nhanalal Fly Overbridge, Ellisbridge, Ahmedabad, Gujarat 380006, India",Printing equipment supplier,Office equipment rental service,Office equipment supplier,Printer repair service,,,,,,,Printing equipment supplier,3.48E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipMiwmWtWWFAbWfoXuZqe5-0sTJORPj7O3JStf1e=w408-h305-k-no,50,FALSE,23.0240378,72.5677805,Ellisbridge,Monday,9:30 AM to 6:30 PM,Tuesday,9:30 AM to 6:30 PM,Wednesday,9:30 AM to 6:30 PM,Thursday,9:30 AM to 6:30 PM,Friday,9:30 AM to 6:30 PM,Saturday,9:30 AM to 6:30 PM,Sunday,Closed,FALSE,+91 79 2656 0952,9.18E+11,380006,58,5,4,0,1,0,0,Gujarat,"806, Wall Street, 1, Mahakavi Nhanalal Fly Overbridge",ઇમ્પ્રિન્ટ ઓટોમેશન સર્વિસીસ પવત. એલટીડી.- ઑથોરિઝ્ડ ઝેરોક્સ સેલ્સ & સર્વિસ પાર્ટનર,4.2,https://www.google.com/maps/search/?api=1&query=Imprint%20Automation%20Services%20Pvt.%20Ltd.-%20Authorised%20Xerox%20Sales%20%26%20Service%20Partner&query_place_id=ChIJpd2WgviEXjkRb1VTT8qTRTA,http://www.imprintauto.com/
Print Point,"Shop No:-G/F-8, Spectrum Commercial Center, near Relief Road, Old City, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001, India",Stationery store,,,,,,,,,,Stationery store,1.23E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipM_rJKvAyM0jFlKxVnWZstTMSjUhvrnIraVwJ3I=w408-h555-k-no,14,FALSE,23.026888,72.5837758,"Old City, Gheekanta, Bhadra",Monday,10:15 AM to 8 PM,Tuesday,10:15 AM to 8 PM,Wednesday,10:15 AM to 8 PM,Thursday,10:15 AM to 8 PM,Friday,10:15 AM to 8 PM,Saturday,10:15 AM to 8 PM,Sunday,Closed,FALSE,+91 78780 78833,9.18E+11,380001,59,2,2,0,0,0,0,Gujarat,"Shop No:-G/F-8, Spectrum Commercial Center, near Relief Road",,5,https://www.google.com/maps/search/?api=1&query=Print%20Point&query_place_id=ChIJWXczDE-EXjkRFI9Y_QF0Uqo,
Navpad stationery,"opp. Navin chavana sweetmart, Navarangpura Gam, Navrangpura, Ahmedabad, Gujarat 380009, India",Stationery store,,,,,,,,,,Stationery store,1.82E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqfKDarccdsC7tSfCXRTB4fW3RPwMZFi9aUBu4cI3E8p89Q6JP5YZcao-0c8BYIybq-FLCopC9bttSohPr4DDqWfKW5EI_gPuO7jJy-ZXuQ6cyy3IOV2S9fYUkDAPoQS3xApl02=w408-h457-k-no,163,FALSE,23.0352943,72.5654346,"Navarangpura Gam, Navrangpura",Monday,10 AM to 8 PM,Tuesday,10 AM to 8 PM,Wednesday,10 AM to 8 PM,Thursday,10 AM to 8 PM,Friday,10 AM to 8 PM,Saturday,10 AM to 8 PM,Sunday,Closed,FALSE,+91 99099 23335,9.20E+11,380009,60,145,127,9,5,3,1,Gujarat,opp. Navin chavana sweetmart,નવપદ સ્ટેશનરી,4.7,https://www.google.com/maps/search/?api=1&query=Navpad%20stationery&query_place_id=ChIJZRhfr-qFXjkRlEUnd5Koa_w,http://www.navpadonline.com/
Deepak Copiers And Printers,"Main Gate, opp. Gujarat College, Ellisbridge, Ahmedabad, Gujarat 380006, India",Digital printing service,,,,,,,,,,Digital printing service,7.75E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOIoSr8iT0fzzlnk4MuFS87RXdY8usCwRPgFbv-=w408-h905-k-no,15,FALSE,23.0220591,72.5677147,Ellisbridge,Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,Closed,FALSE,+91 97232 27227,9.20E+11,380006,61,0,,,,,,Gujarat,"Main Gate, opp. Gujarat College",,,https://www.google.com/maps/search/?api=1&query=Deepak%20Copiers%20And%20Printers&query_place_id=ChIJ04JY55yFXjkRf8m8vYRJfWs,
Kunal Print Pallet,"A1, Navrang Super Market, Bus Stand, Navrangpura Rd, opposite Navrangpura, Navarangpura Gam, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,1.29E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipOVq8hvj3EmXpqzXJYdY0orLMmORC480YbFjnt1=w408-h274-k-no,4,FALSE,23.0356234,72.5647301,"Navarangpura Gam, Navrangpura",Monday,7 AM to 7 PM,Tuesday,7 AM to 7 PM,Wednesday,7 AM to 7 PM,Thursday,7 AM to 7 PM,Friday,7 AM to 7 PM,Saturday,7 AM to 7 PM,Sunday,7 AM to 12 PM,FALSE,+91 93270 81009,9.19E+11,380009,62,6,2,0,2,0,2,Gujarat,"A1, Navrang Super Market, Bus Stand, Navrangpura Rd, opposite Navrangpura",કુણાલ પ્રિન્ટ પલ્લેટ,2.7,https://www.google.com/maps/search/?api=1&query=Kunal%20Print%20Pallet&query_place_id=ChIJ____P_WEXjkRkzDPNTa9hbM,
Navkar prints,"Ground Floor, Swastik super Market, Ashram Rd, near Sales India, Mill Officer's Colony, Shreyas Colony, Navrangpura, Ahmedabad, Gujarat 380009, India",Digital printing service,Commercial printer,Print shop,,,,,,,,Digital printing service,1.28E+18,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no8DcrNfGXqTlmTr4zCz9p8gGLgp6d88W9ydSHde779VAeXW5wYUJKqEIW3t0wwZwqswnamw8DtE2SiMYCCGzidaHOcr8CBELaJjFA55o3rXdgBbVVqG8fmhEUvIDNYPvx35b8j=w408-h306-k-no,2,FALSE,23.0368072,72.5691641,"Mill Officer's Colony, Shreyas Colony, Navrangpura",Monday,10 AM to 8:30 PM,Tuesday,10 AM to 8:30 PM,Wednesday,10 AM to 8:30 PM,Thursday,10 AM to 8:30 PM,Friday,10 AM to 8:30 PM,Saturday,10 AM to 8:30 PM,Sunday,10:30 AM to 1:30 PM,FALSE,+91 91577 49267,9.19E+11,380009,63,6,5,1,0,0,0,Gujarat,"Ground Floor, Swastik super Market, Ashram Rd, near Sales India",નવકાર પ્રિન્ટસ,4.8,https://www.google.com/maps/search/?api=1&query=Navkar%20prints&query_place_id=ChIJsZDumF-EXjkRU7THLjilzxE,
Ideal Duplicating Bureau,"72, Sarvoday Commercial Centre, Near G.P.O, Salapose Rd, Gheekanta, Bhadra, Ahmedabad, Gujarat 380001, India",Print shop,Commercial printer,Typing service,,,,,,,,Print shop,1.29E+18,Ahmedabad,TRUE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xUmIRQ2GtUGb8FF1rYfs3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.63258&pitch=0&thumbfov=100,2,FALSE,23.0274741,72.5835242,"Old City, Gheekanta, Bhadra",Monday,9 AM to 8:30 PM,Tuesday,9 AM to 8:30 PM,Wednesday,9 AM to 8:30 PM,Thursday,9 AM to 8:30 PM,Friday,9 AM to 8:30 PM,Saturday,9 AM to 8:30 PM,Sunday,Closed,FALSE,+91 74870 52820,9.17E+11,380001,64,3,1,0,2,0,0,Gujarat,"72, Sarvoday Commercial Centre, Near G.P.O, Salapose Rd",આદર્શ નકલ બ્યુરો,2.3,https://www.google.com/maps/search/?api=1&query=Ideal%20Duplicating%20Bureau&query_place_id=ChIJVVVVpVGEXjkRIcZjpENu9xE,
SAMEER STATIONERY & XEROX,"Samir parlour, opp. rangeela police chowky, near torrent power, Old City, Shahpur, Ahmedabad, Gujarat 380001, India",Print shop,Copy shop,Stationery store,,,,,,,,Print shop,1.23E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I5XQS_0ncWls08CMVRVxIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.44487&pitch=0&thumbfov=100,5,FALSE,23.0352737,72.5820377,"Old City, Shahpur",Monday,"10:30 AM to 3 PM, 5 to 10 PM",Tuesday,"10:30 AM to 3 PM, 5 to 10 PM",Wednesday,"10:30 AM to 3 PM, 5 to 10 PM",Thursday,"10:30 AM to 3 PM, 5 to 10 PM",Friday,"10:30 AM to 3 PM, 5 to 10 PM",Saturday,Closed,Sunday,"12 to 3 PM, 5 to 10 PM",FALSE,+91 96240 22818,9.20E+11,380001,65,0,,,,,,Gujarat,"Samir parlour, opp. rangeela police chowky, near torrent power",,,https://www.google.com/maps/search/?api=1&query=SAMEER%20STATIONERY%20%26%20XEROX&query_place_id=ChIJRyNHc2OFXjkR5-_XAZr4fKo,https://www.instagram.com/fuzail_printing_xerox/
"Shree Ramdev Provision Store - Xerox, Lamination & Colour Print","KD Chambers, 4, Commerce Six Rd, near HL College, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Indian grocery store,,,,,,,,,,Indian grocery store,1.42E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4VFi99rSEC5dBmu5J54iSe4WPeJWXK3o29aYVJDz3Wzq5Lnwl0nU2mYXS-QC--IdyHi4BdvdNNHcxa-ACQDKHhyCYESPBeXofFmbrazmi__w1XR2gtxLH03GLGMXKmsfXC1JqBPDeI0Kk=w408-h544-k-no,6,FALSE,23.0400336,72.5546903,"Sarvottam Nagar Society, Navrangpura",Monday,8:30 AM to 9:30 PM,Tuesday,8:30 AM to 9:30 PM,Wednesday,8:30 AM to 9:30 PM,Thursday,8:30 AM to 9:30 PM,Friday,8:30 AM to 9:30 PM,Saturday,8:30 AM to 9:30 PM,Sunday,8:30 AM to 9:30 PM,FALSE,,,380009,40,36,34,1,1,0,0,Gujarat,"KD Chambers, 4, Commerce Six Rd, near HL College",,4.9,https://www.google.com/maps/search/?api=1&query=Shree%20Ramdev%20Provision%20Store%20-%20Xerox%2C%20Lamination%20%26%20Colour%20Print&query_place_id=ChIJmywoa-KFXjkRRxIwMxsEpMQ,
Gayatri Service Centre Copy Centre,"B-7-8, Central Complex, Vijay Char Rasta, Drive In Rd, Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Print shop,,,,,,,,,,Print shop,9.30E+18,Ahmedabad,TRUE,IN,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGV8iR9fjW-6W16qgd1yTwYvaYV5TM-hRs4jcjHaxff7MQYMWAv_kymEWJZo34s_FCsqsLf3eoPeeqa3OEg7bR1Dvh4mpabP0v8T3mx6iCvgMRCN7EkoEhUXLaG2jNyQ91EPsZgxHTBK-Rbabf-JmdDbieyYvv82dX-Xc1EYpekt6f5cbEG-roisTI5KroAp3kV0A=w408-h306-k-no,2,FALSE,23.0425681,72.5497419,"Vijay Cross Rd, Sarvottam Nagar Society, Navrangpura",Monday,10 AM to 10 PM,Tuesday,10 AM to 10 PM,Wednesday,10 AM to 10 PM,Thursday,10 AM to 10 PM,Friday,10 AM to 10 PM,Saturday,10 AM to 10 PM,Sunday,10 AM to 10 PM,FALSE,+91 79 2642 2561,9.18E+11,380009,42,3,2,0,0,0,1,Gujarat,"B-7-8, Central Complex, Vijay Char Rasta, Drive In Rd",ગાયત્રી સેવા કેન્દ્ર કૉપિ કેન્દ્ર,4,https://www.google.com/maps/search/?api=1&query=Gayatri%20Service%20Centre%20Copy%20Centre&query_place_id=ChIJ40l3AZSEXjkRTfUtkGVVHYE,
Shubham Copier and Stationer,"GF 5, Shanta Sagar Complex, Ankur Rd, nr. Darpan, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380009, India",Stationery store,,,,,,,,,,Stationery store,1.83E+19,Ahmedabad,FALSE,IN,https://lh3.googleusercontent.com/p/AF1QipO3RF5yHvnZ8DIrdWgfiGITDA1Tao72U2N2mgWg=w426-h240-k-no,14,FALSE,23.0467995,72.5546002,"Sarvottam Nagar Society, Navrangpura",Monday,10:30 AM to 10 PM,Tuesday,10:30 AM to 10 PM,Wednesday,10:30 AM to 10 PM,Thursday,10:30 AM to 10 PM,Friday,10:30 AM to 10 PM,Saturday,10:30 AM to 10 PM,Sunday,10 AM to 6 PM,FALSE,+91 97659 22225,9.20E+11,380009,43,46,40,4,1,1,0,Gujarat,"GF 5, Shanta Sagar Complex, Ankur Rd, nr. Darpan",,4.8,https://www.google.com/maps/search/?api=1&query=Shubham%20Copier%20and%20Stationer&query_place_id=ChIJQe_GN5CEXjkRiSu9Ucarvv0,
Sneha Copier,"Darpan Six Rd, Sarvottam Nagar Society, Navrangpura, Ahmedabad, Gujarat 380014, India",Copy shop,,,,,,,,,,Copy shop,1.69E+19,Ahmedabad,FALSE,IN,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cvGw8xexGDlMkxiBUSpriw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.97055&pitch=0&thumbfov=100,1,FALSE,23.046684,72.554471,"Sarvottam Nagar Society, Navrangpura",Monday,10 AM to 9 PM,Tuesday,10 AM to 9 PM,Wednesday,10 AM to 9 PM,Thursday,10 AM to 9 PM,Friday,10 AM to 9 PM,Saturday,10 AM to 9 PM,Sunday,11 AM to 5 PM,FALSE,+91 81404 48399,9.18E+11,380014,44,12,9,2,0,1,0,Gujarat,Darpan Six Rd,સ્નેહ કોપિયર,4.7,https://www.google.com/maps/search/?api=1&query=Sneha%20Copier&query_place_id=ChIJFbbQSZCEXjkRdqmuGaCCDus,
